#Wavelength(nm)	T%
1100		0.004261976
1099.5		0.004610016
1099		0.00427701
1098.5		0.00451751
1098		0.004483151
1097.5		0.004050511
1097		0.004170419
1096.5		0.004340178
1096		0.004147912
1095.5		0.004383075
1095		0.004559956
1094.5		0.004098502
1094		0.004154701
1093.5		0.004400007
1093		0.004287051
1092.5		0.004490611
1092		0.004487221
1091.5		0.004498596
1091		0.004007178
1090.5		0.005281523
1090		0.004234325
1089.5		0.004143121
1089		0.0043734
1088.5		0.00436007
1088		0.004504166
1087.5		0.004872876
1087		0.004562481
1086.5		0.004169793
1086		0.004070674
1085.5		0.004129887
1085		0.003879765
1084.5		0.00438372
1084		0.00463874
1083.5		0.004051348
1083		0.004131208
1082.5		0.004486296
1082		0.004282887
1081.5		0.004147306
1081		0.004560024
1080.5		0.004507747
1080		0.004069991
1079.5		0.004430377
1079		0.004523513
1078.5		0.003839499
1078		0.003850313
1077.5		0.003875074
1077		0.004780499
1076.5		0.003938
1076		0.004461237
1075.5		0.004669571
1075		0.004041826
1074.5		0.004577608
1074		0.004250592
1073.5		0.004675544
1073		0.004340384
1072.5		0.004495718
1072		0.004426483
1071.5		0.004566186
1071		0.004438856
1070.5		0.00464981
1070		0.004569327
1069.5		0.004431988
1069		0.004936585
1068.5		0.004745014
1068		0.004280057
1067.5		0.004703452
1067		0.004489779
1066.5		0.004729833
1066		0.003778128
1065.5		0.004186295
1065		0.004540891
1064.5		0.004345437
1064		0.004088834
1063.5		0.00386246
1063		0.004918056
1062.5		0.004112009
1062		0.004971475
1061.5		0.004698873
1061		0.003416541
1060.5		0.005203175
1060		0.004735824
1059.5		0.004775875
1059		0.004742889
1058.5		0.004365069
1058		0.00456422
1057.5		0.004617161
1057		0.004251891
1056.5		0.004607997
1056		0.004856987
1055.5		0.004225087
1055		0.004247208
1054.5		0.00387552
1054		0.004430295
1053.5		0.004293938
1053		0.004173499
1052.5		0.004380747
1052		0.004770527
1051.5		0.004609178
1051		0.004570262
1050.5		0.004547248
1050		0.003964743
1049.5		0.004337045
1049		0.004492215
1048.5		0.004875453
1048		0.004441347
1047.5		0.003869348
1047		0.004569283
1046.5		0.004860478
1046		0.004338315
1045.5		0.00477948
1045		0.004444499
1044.5		0.004592517
1044		0.004269862
1043.5		0.004015128
1043		0.003954425
1042.5		0.004677675
1042		0.004458405
1041.5		0.004096323
1041		0.004215328
1040.5		0.004686473
1040		0.004904496
1039.5		0.004143705
1039		0.004590316
1038.5		0.004194573
1038		0.004525455
1037.5		0.004885588
1037		0.004680902
1036.5		0.004612138
1036		0.004390998
1035.5		0.004722732
1035		0.00475725
1034.5		0.003697268
1034		0.004413714
1033.5		0.004258746
1033		0.004448485
1032.5		0.004561658
1032		0.004376586
1031.5		0.004259296
1031		0.004865344
1030.5		0.004523878
1030		0.00434745
1029.5		0.004065115
1029		0.004351398
1028.5		0.004443034
1028		0.004382858
1027.5		0.003938129
1027		0.004484971
1026.5		0.004448962
1026		0.004199028
1025.5		0.004562372
1025		0.004274028
1024.5		0.004511109
1024		0.004545007
1023.5		0.004522979
1023		0.004521376
1022.5		0.004796037
1022		0.004945002
1021.5		0.003914353
1021		0.004518805
1020.5		0.004360119
1020		0.004626037
1019.5		0.004360957
1019		0.004392559
1018.5		0.004553087
1018		0.004428538
1017.5		0.004300615
1017		0.003482892
1016.5		0.004242864
1016		0.004686601
1015.5		0.004569809
1015		0.00472917
1014.5		0.004719647
1014		0.004767607
1013.5		0.004555811
1013		0.004798373
1012.5		0.004574707
1012		0.004822568
1011.5		0.004184044
1011		0.004211807
1010.5		0.004372898
1010		0.00446493
1009.5		0.004327286
1009		0.004654332
1008.5		0.004358704
1008		0.004886178
1007.5		0.004936937
1007		0.003869534
1006.5		0.004190634
1006		0.004328263
1005.5		0.004763415
1005		0.004865659
1004.5		0.004724924
1004		0.00439656
1003.5		0.004996378
1003		0.004715382
1002.5		0.004489899
1002		0.004647338
1001.5		0.004491177
1001		0.003986813
1000.5		0.004686649
1000		0.004358436
999.5		0.004805479
999		0.004650457
998.5		0.003943412
998		0.004511974
997.5		0.004204711
997		0.004703682
996.5		0.004356345
996		0.003848683
995.5		0.004638308
995		0.004846733
994.5		0.00458134
994		0.004637229
993.5		0.004162439
993		0.003859052
992.5		0.004651133
992		0.004591195
991.5		0.00438492
991		0.00472654
990.5		0.00451249
990		0.004422397
989.5		0.004527088
989		0.004064724
988.5		0.004451317
988		0.004580513
987.5		0.004587212
987		0.004262878
986.5		0.00420027
986		0.004263059
985.5		0.004255485
985		0.005021704
984.5		0.004565381
984		0.004501063
983.5		0.004449114
983		0.004785902
982.5		0.004629123
982		0.004854643
981.5		0.004300879
981		0.004433498
980.5		0.004428437
980		0.004426827
979.5		0.004877383
979		0.004579677
978.5		0.004737065
978		0.00435486
977.5		0.004399969
977		0.004562944
976.5		0.005699789
976		0.00429491
975.5		0.003699479
975		0.004548753
974.5		0.004699391
974		0.004470155
973.5		0.004547919
973		0.004031092
972.5		0.004605167
972		0.004821496
971.5		0.004953104
971		0.004345355
970.5		0.004395079
970		0.004475442
969.5		0.004037422
969		0.004250434
968.5		0.004449706
968		0.004545053
967.5		0.004158726
967		0.004629211
966.5		0.004520998
966		0.004697686
965.5		0.003962289
965		0.004902211
964.5		0.004007882
964		0.003918038
963.5		0.004694358
963		0.003956998
962.5		0.00431927
962		0.004422647
961.5		0.004307467
961		0.00475997
960.5		0.003976165
960		0.004532628
959.5		0.004731388
959		0.004482926
958.5		0.004969216
958		0.004409835
957.5		0.003994468
957		0.004771717
956.5		0.004421935
956		0.004413385
955.5		0.004475533
955		0.00441335
954.5		0.004729186
954		0.004875485
953.5		0.00475217
953		0.004840524
952.5		0.004096877
952		0.004405315
951.5		0.004803533
951		0.004652837
950.5		0.004095811
950		0.004839724
949.5		0.004573519
949		0.004735948
948.5		0.004222776
948		0.004447935
947.5		0.00487555
947		0.004570293
946.5		0.00434567
946		0.004142791
945.5		0.005036229
945		0.004820792
944.5		0.004374646
944		0.00423129
943.5		0.005248903
943		0.005012122
942.5		0.004132811
942		0.00444785
941.5		0.004691663
941		0.004789718
940.5		0.004862728
940		0.004877555
939.5		0.005048998
939		0.005004719
938.5		0.004327425
938		0.004777924
937.5		0.004273404
937		0.004247462
936.5		0.00451541
936		0.004451482
935.5		0.004917762
935		0.004489687
934.5		0.004009428
934		0.00420895
933.5		0.004643352
933		0.004423571
932.5		0.003908409
932		0.00480295
931.5		0.004207525
931		0.005105505
930.5		0.004681483
930		0.004359796
929.5		0.004394291
929		0.005020478
928.5		0.004400885
928		0.004298472
927.5		0.003988045
927		0.004279316
926.5		0.004591375
926		0.004814932
925.5		0.004354723
925		0.004129958
924.5		0.004806998
924		0.004652743
923.5		0.004363205
923		0.004827983
922.5		0.004290705
922		0.004576557
921.5		0.004927884
921		0.004637412
920.5		0.004556784
920		0.004923863
919.5		0.005048925
919		0.003574088
918.5		0.004471216
918		0.00442097
917.5		0.004718559
917		0.004725108
916.5		0.004111629
916		0.004549515
915.5		0.004640297
915		0.004317578
914.5		0.004691355
914		0.004545121
913.5		0.004936575
913		0.004656991
912.5		0.004112428
912		0.004925718
911.5		0.004426107
911		0.004724965
910.5		0.004374666
910		0.005042915
909.5		0.005120977
909		0.004996734
908.5		0.005227306
908		0.00477165
907.5		0.004757104
907		0.004280618
906.5		0.00492078
906		0.004939756
905.5		0.004563954
905		0.003884499
904.5		0.004327029
904		0.004861405
903.5		0.004135452
903		0.00411546
902.5		0.004602465
902		0.004152936
901.5		0.003737098
901		0.004524135
900.5		0.004621584
900		0.003890537
899.5		0.004434246
899		0.004722972
898.5		0.004568568
898		0.00434676
897.5		0.004907087
897		0.00480581
896.5		0.004817989
896		0.004275234
895.5		0.004625569
895		0.004655576
894.5		0.004519011
894		0.004285567
893.5		0.004316673
893		0.004373141
892.5		0.004872465
892		0.004471216
891.5		0.003923011
891		0.004359778
890.5		0.004696557
890		0.004487655
889.5		0.004975143
889		0.004681421
888.5		0.004998955
888		0.00479509
887.5		0.00413301
887		0.004873036
886.5		0.005060573
886		0.004556011
885.5		0.005179749
885		0.004200136
884.5		0.004183133
884		0.00444322
883.5		0.004698226
883		0.004379415
882.5		0.004536513
882		0.004391687
881.5		0.004452703
881		0.004321527
880.5		0.004398399
880		0.004577985
879.5		0.004805536
879		0.004466616
